CUI,STR
C1274980,Dermatosis attributable to coumarin anticoagulant
C1274981,Coumarin necrosis
C1274983,Lipoatrophy due to injected drug
C1274984,Fat hypertrophy due to injected drug
C1274985,Drug-induced oral pigmentation
C1274986,Fixed drug reaction affecting oral mucous membranes
C1274987,Drug-induced oral ulceration
C1274988,Drug-induced mucositis
C1274989,Retinoid dermatitis
C1274990,Drug-induced erythromelalgia
C1274991,Atrophy of skin due to drug
C1274992,Drug-induced pseudoxanthoma elasticum
C1274993,Drug-induced anetoderma
C1274994,Drug-induced cutis laxa
C1274995,Drug-induced pseudoscleroderma
C1274996,Drug-induced Raynaud's phenomenon
C1274999,Skin flap necrosis
C1275000,Skin flap pin-cushion deformity
C1275001,Skin graft necrosis
C1275002,Skin graft hypertrophy
C1275003,Skin graft hyperpigmentation
C1275006,Hypertrophic surgical scar
C1275010,Atrophic surgical scar
C1275012,Hypomelanosis due to cryotherapy
C1275013,Hypermelanosis due to cryotherapy
C1275016,Laser-induced scar
C1275017,Laser-induced dyspigmentation
C1275018,Laser-induced hypopigmentation
C1275019,Laser-induced hyperpigmentation
C1275021,Parastomal ulceration
C1275022,Parastomal pyoderma gangrenosum
C1275025,Dermatosis resulting from ureterostomy
C1275028,Telangiectasia following surgery
C1275030,Adverse effect from PUVA photochemotherapy
C1275031,PUVA therapy-associated skin malignancy
C1275032,PUVA therapy-associated basal cell carcinoma
C1275033,PUVA therapy-associated squamous cell carcinoma
C1275034,PUVA therapy-associated malignant melanoma
C1275035,Psoralen and long-wave ultraviolet radiation (PUVA) keratosis
C1275036,Lentiginosis due to PUVA
C1275037,Pseudoporphyria due to PUVA therapy
C1275039,PUVA acne
C1275040,PUVA-induced pruritus
C1275041,Adverse reactions to UVB phototherapy
C1275042,Telangiectasia due to radiation damage
C1275044,Radiotherapy scar
C1275045,Radiation-induced keratosis
C1275046,Radiation-induced skin malignancy
C1275047,Radiation-induced xerostomia
C1275050,Eosinophilia-myalgia syndrome from tryptophan
C1275052,Porphyria due to hexachlorobenzene
C1275053,Porphyria due to chlorinated phenol
C1275056,Arsenic-induced skin malignancy
C1275060,Skin lesion due to intravenous drug abuse
C1275061,Poppers' nodules due to intravenous drug abuse
C1275062,Cocaine-induced acrocyanosis and livedo reticularis
C1275063,Blistering of skin due to drug-induced coma
C1275078,Acrocephalopolysyndactyly type II
C1275079,Acrocephalopolysyndactyly type III
C1275083,Hereditary sclerosing poikiloderma of Weary
C1275084,Hereditary neurocutaneous angiomata
C1275085,Hereditary cutaneous vascular syndrome
C1275087,X-linked dominant chondrodysplasia punctata of Happle
C1275088,"Ichthyosis, cerebellar degeneration and hepatosplenomegaly"
C1275089,Autosomal recessive keratitis-ichthyosis-deafness syndrome
C1275090,"Photosensitivity with ichthyosis, brittle hair, impaired intelligence, decreased fertility and short stature syndrome"
C1275091,Ichthyosis follicularis with alopecia and photophobia (IFAP)
C1275092,Flexural Darier's disease
C1275093,Hypertrophic Darier's disease
C1275094,Linear/nevoid/zosteriform Darier's disease
C1275095,Acral Darier's disease
C1275096,Palmar pitting due to Darier's disease
C1275097,Nail dystrophy due to Darier's disease
C1275098,Nail dystrophy due to benign familial pemphigus
C1275099,Palmoplantar hyperkeratosis-hyperpigmentation syndrome of Cantu
C1275101,Keratoderma due to Dowling-Meara type epidermolysis bullosa simplex
C1275102,Familial painful callosities
C1275103,Autosomal dominant familial wooly hair
C1275104,Autosomal recessive familial wooly hair
C1275106,Hereditary racquet nails
C1275107,Pachyonychia congenita type II of Jackson-Lawler
C1275108,Pachyonychia congenita type III of Schafer-Brunauer
C1275109,Hereditary hypermelanosis
C1275111,Ziprkowski-Margolis syndrome
C1275112,Phylloid hypomelanosis
C1275113,Dystrophic epidermolysis bullosa inverse type
C1275114,Epidermolysis bullosa pruriginosa
C1275115,Autosomal dominant pseudoxanthoma elasticum
C1275116,Autosomal recessive pseudoxanthoma elasticum
C1275117,Cutis laxa secondary to inherited disorder of connective tissue
C1275118,Axillary freckling due to neurofibromatosis
C1275119,Multiple neurofibromas in neurofibromatosis
C1275120,Elephantiasis neurofibromatosa
C1275121,Periungual fibroma in tuberous sclerosis
C1275122,Familial multiple trichoepitheliomata
C1275123,Familial multiple cylindroma
C1275124,Familial lipoprotein lipase deficiency with type V phenotype
C1275125,Inherited disorder of porphyrin metabolism
C1275126,TNF receptor-associated periodic fever syndrome (TRAPS)
C1275127,Hyper-IgD periodic fever syndrome (HIDS)
C1275128,Autosomal recessive hyperimmunoglobulin M syndrome
C1275129,Wiskott-Aldrich autosomal dominant variant syndrome
C1275130,Jung syndrome
C1275131,Siccardi syndrome
C1275132,Neonatal staphylococcal infection of skin
C1275133,Staphylococcal omphalitis
C1275134,Neonatal streptococcal infection
C1275135,Streptococcal omphalitis
C1275136,Neonatal pseudomonas infection
C1275137,Neonatal eosinophilic pustular folliculitis
C1275138,Neonatal bullous dermatosis due to maternal antibodies
C1275139,Perinatal skin trauma due to obstetric injury
C1275140,Perinatal forceps injury
C1275144,Neonatal sebaceous gland hyperplasia
C1275148,Port-wine stain in proteus syndrome
C1275149,Multiple skin tags
C1275150,Multiple skin tags of eyelids
C1275151,Multiple skin tags on neck
C1275152,Multiple axillary skin tags
C1275153,Multiple skin tags in groin
C1275154,Plane basal cell papilloma
C1275155,Multiple basal cell papillomata
C1275156,Basal cell papilloma solid (acanthotic) type
C1275157,Basal cell papilloma hyperkeratotic type
C1275158,Basal cell papilloma reticulated (adenoid) type
C1275159,Basal cell papilloma clonal type
C1275160,Eruptive seborrheic keratosis
C1275160,Eruptive basal cell papillomata
C1275161,Multiple stucco keratoses
C1275162,Tar keratosis
C1275163,Intraepidermal squamous carcinoma of scalp
C1275164,Intraepidermal squamous carcinoma of face
C1275165,Intraepidermal squamous carcinoma of forehead
C1275166,Intraepidermal squamous carcinoma of ear
C1275167,Intraepidermal squamous carcinoma of hand
C1275168,Intraepidermal squamous carcinoma of arm
C1275169,Intraepidermal squamous carcinoma of leg
C1275170,Intraepidermal squamous carcinoma of trunk
C1275171,"Bowen's disease, atrophic"
C1275172,"Bowen's disease, verrucous"
C1275173,"Bowen's disease, psoriasiform"
C1275174,"Bowen's disease, pigmented"
C1275175,"Bowen's disease, pagetoid"
C1275176,"Bowen's disease, clear cell"
C1275177,Multiple intraepidermal squamous carcinomata
C1275178,Squamous cell carcinoma of vulva due to lichen sclerosus
C1275179,Squamous cell carcinoma of scalp
C1275180,Squamous cell carcinoma of skin of face
C1275181,Squamous cell carcinoma of forehead
C1275182,Squamous cell carcinoma of skin of ear
C1275183,Squamous cell carcinoma of foot
C1275184,Squamous cell carcinoma of hand
C1275185,Squamous cell carcinoma of upper extremity
C1275186,Squamous cell carcinoma of skin of lower extremity
C1275187,Squamous cell carcinoma of skin of trunk
C1275189,Signet ring squamous cell carcinoma
C1275190,Multiple squamous cell carcinomata
C1275191,Giant keratoacanthoma
C1275192,Subungual keratoacanthoma
C1275193,Cystic basal cell carcinoma
C1275194,Basal cell carcinoma of scalp
C1275195,Basal cell carcinoma of forehead
C1275196,Basal cell carcinoma of temple
C1275197,Basal cell carcinoma of glabella
C1275198,Basal cell carcinoma of upper eyelid
C1275199,Minimal deviation malignant melanoma
C1275200,Borderline malignant melanoma
C1275203,Neurotropic malignant melanoma
C1275203,"Neurotropic melanoma, malignant"
C1275204,Malignant melanoma of oral cavity
C1275205,Malignant melanoma of nail apparatus
C1275206,Desmoplastic trichilemmoma
C1275207,Familial multiple pilomatrixoma
C1275208,Mantleoma
C1275209,Trichogerminoma
C1275210,Sebaceoma
C1275211,Familial multiple syringomata
C1275212,Hidroacanthoma simplex
C1275212,Porocarcinoma in situ
C1275213,Clear cell eccrine hidradenocarcinoma
C1275214,Malignant cylindroma
C1275214,Malignant cylindroma of skin
C1275215,Small cell eccrine carcinoma
C1275216,Perianal Paget's disease
C1275217,Paget's disease of vulva
C1275218,Apocrine adenocarcinoma of skin
C1275219,Moll's gland adenocarcinoma
C1275220,Ceruminous gland adenocarcinoma
C1275221,Cutaneous lymphadenoma
C1275222,Mixed eccrine/pilar adnexal carcinoma of skin
C1275223,Undifferentiated adnexal carcinoma of skin
C1275224,"Mixed adnexal neoplasm of skin, unclassifiable"
C1275225,Pyogenic granuloma of lip
C1275226,Glomangioma of skin
C1275227,Glomangiomyoma of skin
C1275228,Myopericytoma of skin
C1275230,Kaposi's sarcoma - sporadic
C1275231,Kaposi's sarcoma - endemic
C1275232,Intravascular angiosarcoma
C1275234,Intradermal nodular fasciitis
C1275235,Parosteal nodular fasciitis
C1275236,Fibroma of tendon sheath
C1275237,Storiform collagenoma
C1275237,Sclerotic fibroma
C1275238,Giant cell storiform collagenoma
C1275239,Dermatomyofibroma
C1275240,Pigmented histiocytoma of skin
C1275241,Atrophic dermatofibroma
C1275242,Cellular histiocytoma of skin
C1275243,Atypical (pseudosarcomatous) histiocytoma of skin
C1275244,Aneurysmal histiocytoma of skin
C1275245,Keloidal histiocytoma of skin
C1275246,Palisaded histiocytoma of skin
C1275247,Clear cell histiocytoma of skin
C1275248,Granular cell histiocytoma of skin
C1275249,Dermatofibrosarcoma protuberans with myoid differentiation
C1275250,Dermatofibrosarcoma protuberans with granular cell change
C1275251,Dermatofibrosarcoma protuberans with giant cell fibroblastoma
C1275252,Atypical fibroxanthoma - spindle cell type
C1275253,Angiomatoid fibrous histiocytoma of skin
C1275254,Malignant fibrous histiocytoma of skin
C1275255,Superficial malignant fibrous histiocytoma of skin
C1275256,Giant cell malignant fibrous histiocytoma of skin
C1275257,Inflammatory malignant fibrous histiocytoma of skin
C1275258,Cutaneous neuroma
C1275259,Digital pacinian neuroma
C1275260,Cutaneous meningioma
C1275261,Glandular schwannoma
C1275262,Pacinian schwannoma
C1275263,Myxoid neurofibroma
C1275264,Epithelioid neurofibroma
C1275265,Dermal nerve sheath myxoma
C1275266,Familial multiple leiomyoma cutis
C1275267,Genital leiomyoma
C1275268,Epithelioid leiomyosarcoma of skin
C1275269,Myxoid leiomyosarcoma of skin
C1275270,Cutaneous leiomyosarcoma with granular cell change
C1275271,Frontalis-associated lipoma
C1275272,Oral lipoma
C1275273,Familial multiple lipomatosis
C1275273,Familial multiple lipomata
C1275274,Adipocytic liposarcoma
C1275275,Spindle cell liposarcoma
C1275277,Soft tissue chondroma
C1275278,Extraskeletal myxoid chondrosarcoma
C1275279,Extraskeletal mesenchymal chondrosarcoma
C1275280,Superficial angiomyxoma
C1275281,Carcinosarcoma of skin
C1275282,Low grade fibromyxoid sarcoma
C1275282,Low-grade fibromyxoid sarcoma
C1275283,Carcinomatous metastasis in skin
C1275284,Sarcomatous metastasis in skin
C1275285,Metastasis involving oral cavity
C1275290,Cutaneous synovial metaplasia
C1275291,Solitary T-cell pseudolymphoma
C1275293,Lymphomatoid papulosis type A (CD-30 positive type)
C1275294,Lymphomatoid papulosis type B - mycosis fungoides-like
C1275295,Lymphomatoid papulosis type C (anaplastic large-cell lymphoma-like)
C1275296,Lymphomatoid papulosis with Hodgkin's disease
C1275297,Patch/plaque stage mycosis fungoides
C1275298,Poikilodermatous mycosis fungoides
C1275300,Hypomelanotic mycosis fungoides
C1275301,Lymphomatoid papulosis-associated mycosis fungoides
C1275302,Granulomatous mycosis fungoides
C1275303,Erythrodermic mycosis fungoides
C1275304,Bullous mycosis fungoides
C1275305,Mycosis fungoides with systemic infiltration
C1275306,Spongiotic mycosis fungoides
C1275307,Syringotropic mycosis fungoides
C1275309,CD-30 positive pleomorphic large T-cell cutaneous lymphoma
C1275310,CD-30 positive T-immunoblastic cutaneous lymphoma
C1275311,CD-30 negative cutaneous T-cell lymphoma
C1275312,CD-30 negative anaplastic large T-cell cutaneous lymphoma
C1275313,CD-30 negative pleomorphic large T-cell cutaneous lymphoma
C1275314,CD-30 negative T-immunoblastic cutaneous lymphoma
C1275317,Anaplastic large T-cell systemic malignant lymphoma
C1275318,Angiocentric NK/T-cell malignant lymphoma involving skin
C1275319,Precursor B-cell lymphoblastic lymphoma involving skin
C1275320,Small lymphocytic B-cell lymphoma involving skin
C1275321,Primary cutaneous marginal zone B-cell lymphoma
C1275322,Primary cutaneous immunocytoma
C1275323,Primary cutaneous plasmacytoma
C1275325,Primary cutaneous diffuse large cell B-cell lymphoma
C1275328,Follicular center B-cell lymphoma (nodal/systemic with skin involvement)
C1275329,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement)
C1275330,"Lymphoplasmacytic B-cell lymphoma, nodal/systemic with skin involvement"
C1275331,Mantle cell B-cell lymphoma (nodal/systemic with skin involvement)
C1275332,Granulocytic sarcoma affecting skin
C1275336,Langerhans cell histiocytosis - Hashimoto-Pritzker type
C1275337,Cutaneous reticulohistiocytosis
C1275338,Diffuse normolipemic plane xanthomatosis
C1275339,Necrobiotic xanthogranuloma
C1275341,Malakoplakia (involving skin)
C1275342,Undetermined cell histiocytosis
C1275343,Malignant histiocytosis involving skin
C1275344,Bullous urticaria pigmentosa
C1275345,Familial mastocytosis
C1275346,Neonatal ecthyma gangrenosum
C1275347,"Follicular occlusion tetrad - hidradenitis, acne conglobata, dissecting cellulitis, pilonidal sinus"
C1275398,Chronic disease of hematopoietic system
C1275403,Regressed germ cell tumor
C1275412,High risk proliferative retinopathy without macular edema due to diabetes mellitus
C1275413,Very severe nonproliferative retinopathy without macular edema due to diabetes mellitus
C1275414,Non-high-risk proliferative retinopathy with no macular edema due to diabetes mellitus
C1275415,Severe nonproliferative retinopathy without macular edema due to diabetes mellitus
C1275416,"Nevus corniculatus, acantholytic epidermal nevus"
C1275417,Non-involuting congenital hemangioma
C1275417,Noninvoluting congenital hemangioma
C1275418,Neoplasm of perivascular myoid type - category
C1275419,Desmoplastic spindle and epithelioid cell melanocytic nevus of skin
C1275420,Extra-abdominal fibromatosis
C1275421,Rapidly involuting congenital hemangioma
C1275422,Relapsing linear acantholytic dermatosis
C1275426,Generalized atopic dermatitis
C1275427,Acute seborrheic dermatitis
C1275428,Acute generalized seborrheic dermatitis
C1275429,Chronic seborrheic dermatitis
C1275430,Erythrodermic seborrheic dermatitis
C1275431,Pityriasiform seborrheic dermatitis
C1275432,Perianal seborrheic dermatitis
C1275434,Erythroderma of unknown etiology
C1275436,"Primary ""polygenic"" combined hyperlipidemia"
C1275437,Verrucous compound melanocytic nevus
C1275438,Deep penetrating melanocytic nevus
C1275440,Generalized cutaneous pinta
C1275441,Localized cutaneous gonococcal infection
C1275442,Subcorneal pustular dermatosis with paraproteinemia
C1275450,Skin pigmentation due to hemosiderosis
C1275450,Hemosiderin pigmentation of skin
C1275452,Junctional melanocytic nevus of nail matrix
C1275453,Lymphedema of eyelid
C1275454,Lymphedema of lower extremity
C1275455,Lymphedema of penis
C1275456,Lymphedema of vulva
C1275457,Lupus erythematosus-associated necrotizing vasculitis
C1275458,Scleroderma-associated necrotizing vasculitis
C1275459,Hemodialysis-associated pseudoporphyria
